KEGG_pathway_name	KEGG_pathway_ID	Pathway_Class	HMDB.ID	N_met	hit_n	hit_HMDB_ID	ES	pvalue_nominal	NES	FDR_pri	FDR
Porphyrin metabolism	map00860	Cofactors and vitamins metabolism	HMDB0000051;HMDB0000054;HMDB0000123;HMDB0000241;HMDB0000245;HMDB0000295;HMDB0000570;HMDB0000643;HMDB0000692;HMDB0000902;HMDB0000916;HMDB0000935;HMDB0000936;HMDB0000961;HMDB0001008;HMDB0001022;HMDB0001086;HMDB0001097;HMDB0001137;HMDB0001149;HMDB0001162;HMDB0001248;HMDB0001261;HMDB0001361;HMDB0001362;HMDB0001377;HMDB0001487;HMDB0001491;HMDB0001967;HMDB0002111;HMDB0002158;HMDB0002211;HMDB0003125;HMDB0003178;HMDB0003325;HMDB0004158;HMDB0006901;HMDB0015531;HMDB0015532	39	14	HMDB0003125;HMDB0000051;HMDB0000936;HMDB0001162;HMDB0000902;HMDB0001248;HMDB0001377;HMDB0000295;HMDB0001097;HMDB0002111;HMDB0001491;HMDB0000123;HMDB0001487;HMDB0001967	0.5799951689927616	0.022018348623853212	1.6459012058736062	0.3781664164950373	0.3781664164950373
Pyruvate metabolism	map00620	Carbohydrate metabolism	HMDB0000030;HMDB0000042;HMDB0000045;HMDB0000125;HMDB0000156;HMDB0000190;HMDB0000217;HMDB0000221;HMDB0000223;HMDB0000243;HMDB0000250;HMDB0000263;HMDB0000538;HMDB0000547;HMDB0000586;HMDB0000595;HMDB0000902;HMDB0000962;HMDB0000985;HMDB0000990;HMDB0001066;HMDB0001167;HMDB0001175;HMDB0001201;HMDB0001206;HMDB0001248;HMDB0001273;HMDB0001311;HMDB0001333;HMDB0001341;HMDB0001362;HMDB0001372;HMDB0001423;HMDB0001429;HMDB0001484;HMDB0001487;HMDB0001494;HMDB0001881;HMDB0001967;HMDB0002111;HMDB0003052;HMDB0003904;HMDB0006458;HMDB0006878;HMDB0006880;HMDB0015532;HMDB0059597	47	17	HMDB0001429;HMDB0001311;HMDB0001487;HMDB0000250;HMDB0001333;HMDB0000217;HMDB0000990;HMDB0000538;HMDB0001248;HMDB0002111;HMDB0001341;HMDB0000223;HMDB0000045;HMDB0000221;HMDB0059597;HMDB0001967;HMDB0000902	0.4237625269673947	0.17168141592920355	1.2678475061959726	0.37874821098195277	0.37874821098195277
Steroid hormone biosynthesis	map00140	Lipid metabolism	HMDB0000015;HMDB0000016;HMDB0000037;HMDB0000063;HMDB0000067;HMDB0000217;HMDB0000221;HMDB0000253;HMDB0000268;HMDB0000319;HMDB0000363;HMDB0000374;HMDB0000902;HMDB0000903;HMDB0000949;HMDB0001318;HMDB0001377;HMDB0001487;HMDB0001547;HMDB0001830;HMDB0002111;HMDB0002802;HMDB0003178;HMDB0003259;HMDB0003759;HMDB0004026;HMDB0004029;HMDB0004030;HMDB0004031;HMDB0004035;HMDB0006283;HMDB0006753;HMDB0006754;HMDB0006755;HMDB0006756;HMDB0006757;HMDB0006758;HMDB0006759;HMDB0006760;HMDB0006762;HMDB0006763;HMDB0006764;HMDB0059597	43	10	HMDB0000217;HMDB0000221;HMDB0000902;HMDB0004026;HMDB0001487;HMDB0004031;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0002802	0.4865424735352045	0.1891891891891892	1.2575862158172568	0.38000488707369007	0.38000488707369007
Tyrosine metabolism	map00350	Amino acid metabolism	HMDB0000020;HMDB0000021;HMDB0000022;HMDB0000027;HMDB0000038;HMDB0000044;HMDB0000051;HMDB0000060;HMDB0000068;HMDB0000073;HMDB0000118;HMDB0000130;HMDB0000134;HMDB0000148;HMDB0000158;HMDB0000164;HMDB0000181;HMDB0000191;HMDB0000208;HMDB0000216;HMDB0000217;HMDB0000221;HMDB0000223;HMDB0000248;HMDB0000265;HMDB0000291;HMDB0000306;HMDB0000318;HMDB0000464;HMDB0000547;HMDB0000657;HMDB0000692;HMDB0000707;HMDB0000742;HMDB0000819;HMDB0000902;HMDB0000939;HMDB0000957;HMDB0001185;HMDB0001229;HMDB0001248;HMDB0001253;HMDB0001264;HMDB0001268;HMDB0001336;HMDB0001362;HMDB0001377;HMDB0001398;HMDB0001430;HMDB0001487;HMDB0001490;HMDB0001491;HMDB0001866;HMDB0001967;HMDB0002052;HMDB0002111;HMDB0002281;HMDB0003125;HMDB0003474;HMDB0003791;HMDB0004058;HMDB0004061;HMDB0004063;HMDB0004067;HMDB0004068;HMDB0005175;HMDB0006242;HMDB0006779;HMDB0006915;HMDB0011639;HMDB0013636;HMDB0015531;HMDB0015532;HMDB0059597	74	28	HMDB0000044;HMDB0000148;HMDB0000191;HMDB0002111;HMDB0003474;HMDB0000051;HMDB0001248;HMDB0000164;HMDB0000902;HMDB0000020;HMDB0001491;HMDB0001264;HMDB0000217;HMDB0001487;HMDB0004067;HMDB0000223;HMDB0000134;HMDB0003125;HMDB0001253;HMDB0000939;HMDB0001430;HMDB0000208;HMDB0059597;HMDB0000221;HMDB0001185;HMDB0001967;HMDB0000158;HMDB0001377	0.5046602472061692	0.010221465076660987	1.6881631194078064	0.41540126365762553	0.41540126365762553
Fatty acid elongation	map00062	Lipid metabolism	HMDB0000217;HMDB0000220;HMDB0000221;HMDB0000902;HMDB0001070;HMDB0001088;HMDB0001206;HMDB0001338;HMDB0001423;HMDB0001487;HMDB0001521;HMDB0002111;HMDB0002845;HMDB0003571;HMDB0003712;HMDB0003932;HMDB0003934;HMDB0003935;HMDB0003936;HMDB0003937;HMDB0003938;HMDB0003939;HMDB0003940;HMDB0003941;HMDB0003942;HMDB0003943;HMDB0003944;HMDB0003945;HMDB0003946;HMDB0003948;HMDB0003949;HMDB0006272;HMDB0006402;HMDB0006404;HMDB0059597	35	9	HMDB0003948;HMDB0000902;HMDB0059597;HMDB0003932;HMDB0002111;HMDB0000221;HMDB0003937;HMDB0001487;HMDB0000217	0.4612926380012238	0.3202247191011236	1.1406185945245386	0.4328037634574198	0.4328037634574198
Propanoate metabolism	map00640	Carbohydrate metabolism	HMDB0000005;HMDB0000008;HMDB0000030;HMDB0000045;HMDB0000056;HMDB0000148;HMDB0000202;HMDB0000208;HMDB0000237;HMDB0000250;HMDB0000538;HMDB0000595;HMDB0000700;HMDB0000883;HMDB0000902;HMDB0001022;HMDB0001175;HMDB0001206;HMDB0001248;HMDB0001275;HMDB0001333;HMDB0001341;HMDB0001362;HMDB0001372;HMDB0001423;HMDB0001429;HMDB0001484;HMDB0001487;HMDB0001491;HMDB0001967;HMDB0002086;HMDB0002111;HMDB0002170;HMDB0002217;HMDB0002255;HMDB0002307;HMDB0002310;HMDB0003426;HMDB0006806;HMDB0006807;HMDB0011111;HMDB0059597	42	16	HMDB0001429;HMDB0001487;HMDB0000250;HMDB0001333;HMDB0001275;HMDB0000148;HMDB0000538;HMDB0001248;HMDB0002111;HMDB0001341;HMDB0000045;HMDB0059597;HMDB0000208;HMDB0001491;HMDB0001967;HMDB0000902	0.38400272935770274	0.2983425414364641	1.127410766302107	0.43928808302041106	0.43928808302041106
Valine, leucine and isoleucine degradation	map00280	Amino acid metabolism	HMDB0000019;HMDB0000023;HMDB0000030;HMDB0000060;HMDB0000148;HMDB0000172;HMDB0000202;HMDB0000208;HMDB0000254;HMDB0000491;HMDB0000538;HMDB0000595;HMDB0000687;HMDB0000695;HMDB0000883;HMDB0000902;HMDB0000962;HMDB0000985;HMDB0001011;HMDB0001022;HMDB0001041;HMDB0001052;HMDB0001057;HMDB0001113;HMDB0001157;HMDB0001206;HMDB0001243;HMDB0001248;HMDB0001269;HMDB0001275;HMDB0001341;HMDB0001356;HMDB0001372;HMDB0001375;HMDB0001377;HMDB0001423;HMDB0001429;HMDB0001484;HMDB0001487;HMDB0001491;HMDB0001493;HMDB0001545;HMDB0001967;HMDB0002054;HMDB0002086;HMDB0002111;HMDB0002166;HMDB0002217;HMDB0002255;HMDB0002310;HMDB0003125;HMDB0006865;HMDB0006866;HMDB0006867;HMDB0006868;HMDB0006869;HMDB0006870;HMDB0013617;HMDB0059597	59	16	HMDB0001275;HMDB0003125;HMDB0001429;HMDB0000148;HMDB0000902;HMDB0001248;HMDB0000538;HMDB0000208;HMDB0001377;HMDB0059597;HMDB0002111;HMDB0000254;HMDB0001491;HMDB0001487;HMDB0001341;HMDB0001967	0.3808319773213367	0.30939226519337015	1.118101613762872	0.4412911183253628	0.4412911183253628
Selenocompound metabolism	map00450	Metabolism of other amino acids	HMDB0000005;HMDB0000045;HMDB0000050;HMDB0000051;HMDB0000161;HMDB0000187;HMDB0000250;HMDB0000538;HMDB0000902;HMDB0001341;HMDB0001429;HMDB0001491;HMDB0002111;HMDB0003288;HMDB0003840;HMDB0003966;HMDB0004112;HMDB0004113;HMDB0004119;HMDB0004122;HMDB0006343;HMDB0010716;HMDB0011104;HMDB0011110;HMDB0011117;HMDB0011118;HMDB0011119	27	10	HMDB0000051;HMDB0001491;HMDB0001429;HMDB0000902;HMDB0000045;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0004112	0.44146942516708293	0.3153153153153153	1.141084065612866	0.44528434412191875	0.44528434412191875
Tryptophan metabolism	map00380	Amino acid metabolism	HMDB0000027;HMDB0000142;HMDB0000148;HMDB0000161;HMDB0000197;HMDB0000208;HMDB0000217;HMDB0000221;HMDB0000232;HMDB0000250;HMDB0000259;HMDB0000303;HMDB0000472;HMDB0000538;HMDB0000684;HMDB0000692;HMDB0000715;HMDB0000763;HMDB0000881;HMDB0000902;HMDB0000929;HMDB0000939;HMDB0000978;HMDB0001123;HMDB0001185;HMDB0001190;HMDB0001200;HMDB0001206;HMDB0001238;HMDB0001248;HMDB0001280;HMDB0001330;HMDB0001377;HMDB0001389;HMDB0001423;HMDB0001476;HMDB0001487;HMDB0001491;HMDB0001967;HMDB0002111;HMDB0002281;HMDB0003125;HMDB0003178;HMDB0003540;HMDB0004073;HMDB0004076;HMDB0004077;HMDB0004078;HMDB0004081;HMDB0004083;HMDB0004086;HMDB0004089;HMDB0004096;HMDB0004259;HMDB0004369;HMDB0004370;HMDB0011631;HMDB0012819;HMDB0012948	59	21	HMDB0002111;HMDB0001330;HMDB0000217;HMDB0001377;HMDB0001491;HMDB0000763;HMDB0000232;HMDB0004081;HMDB0000148;HMDB0001185;HMDB0000221;HMDB0000208;HMDB0001487;HMDB0003125;HMDB0001967;HMDB0000715;HMDB0000250;HMDB0001248;HMDB0000538;HMDB0000902;HMDB0000939	0.3509320033663976	0.3096885813148789	1.0970404266314662	0.46002647322157214	0.46002647322157214
Cysteine and methionine metabolism	map00270	Amino acid metabolism	HMDB0000005;HMDB0000043;HMDB0000045;HMDB0000050;HMDB0000051;HMDB0000092;HMDB0000097;HMDB0000099;HMDB0000123;HMDB0000148;HMDB0000187;HMDB0000208;HMDB0000240;HMDB0000243;HMDB0000250;HMDB0000271;HMDB0000538;HMDB0000547;HMDB0000574;HMDB0000586;HMDB0000692;HMDB0000696;HMDB0000719;HMDB0000742;HMDB0000902;HMDB0000939;HMDB0000963;HMDB0000972;HMDB0000988;HMDB0000996;HMDB0001049;HMDB0001173;HMDB0001185;HMDB0001248;HMDB0001257;HMDB0001341;HMDB0001368;HMDB0001377;HMDB0001396;HMDB0001405;HMDB0001414;HMDB0001429;HMDB0001453;HMDB0001487;HMDB0001491;HMDB0001533;HMDB0001553;HMDB0001846;HMDB0001967;HMDB0002005;HMDB0002084;HMDB0002111;HMDB0002127;HMDB0003125;HMDB0003276;HMDB0015532	56	23	HMDB0000045;HMDB0000538;HMDB0001248;HMDB0001341;HMDB0000051;HMDB0001967;HMDB0000574;HMDB0000208;HMDB0001429;HMDB0001491;HMDB0000250;HMDB0001487;HMDB0000939;HMDB0002084;HMDB0000240;HMDB0001185;HMDB0001377;HMDB0000902;HMDB0003125;HMDB0002111;HMDB0000099;HMDB0000148;HMDB0000123	0.3406999051299122	0.34843205574912894	1.0782842280484677	0.463555945805396	0.463555945805396
Primary bile acid biosynthesis	map00120	Lipid metabolism	HMDB0000036;HMDB0000067;HMDB0000123;HMDB0000138;HMDB0000217;HMDB0000220;HMDB0000221;HMDB0000250;HMDB0000251;HMDB0000359;HMDB0000518;HMDB0000538;HMDB0000601;HMDB0000619;HMDB0000626;HMDB0000631;HMDB0000637;HMDB0000698;HMDB0000722;HMDB0000761;HMDB0000896;HMDB0000902;HMDB0000951;HMDB0001231;HMDB0001248;HMDB0001275;HMDB0001341;HMDB0001374;HMDB0001377;HMDB0001419;HMDB0001423;HMDB0001457;HMDB0001487;HMDB0001496;HMDB0001993;HMDB0002103;HMDB0002111;HMDB0002159;HMDB0002197;HMDB0003178;HMDB0003533;HMDB0003540;HMDB0006247;HMDB0006280;HMDB0006281;HMDB0006292;HMDB0006737;HMDB0006887;HMDB0006888;HMDB0006889;HMDB0006890;HMDB0006891;HMDB0006892;HMDB0006893;HMDB0006894;HMDB0006895;HMDB0011644;HMDB0012453;HMDB0012454;HMDB0012455;HMDB0012456;HMDB0012457;HMDB0012458;HMDB0012459;HMDB0015531	65	17	HMDB0001341;HMDB0002197;HMDB0001487;HMDB0000221;HMDB0001248;HMDB0000896;HMDB0012455;HMDB0000902;HMDB0001377;HMDB0000250;HMDB0002111;HMDB0000217;HMDB0000538;HMDB0000722;HMDB0000123;HMDB0001275;HMDB0001231	0.3571137136099757	0.3504424778761062	1.0684421165527629	0.4659301148462317	0.4659301148462317
Glycerolipid metabolism	map00561	Lipid metabolism	HMDB0000126;HMDB0000131;HMDB0000139;HMDB0000217;HMDB0000220;HMDB0000221;HMDB0000538;HMDB0000674;HMDB0000807;HMDB0000902;HMDB0001051;HMDB0001248;HMDB0001338;HMDB0001341;HMDB0001423;HMDB0001429;HMDB0001473;HMDB0001487;HMDB0002111;HMDB0002434;HMDB0003364;HMDB0005356;HMDB0007098;HMDB0007853;HMDB0011533	25	10	HMDB0000221;HMDB0001487;HMDB0001429;HMDB0000902;HMDB0003364;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001248	0.4179801551273355	0.3747747747747748	1.0803703893597727	0.4724018129941043	0.4724018129941043
Retinol metabolism	map00830	Cofactors and vitamins metabolism	HMDB0000086;HMDB0000217;HMDB0000221;HMDB0000305;HMDB0000561;HMDB0000692;HMDB0000902;HMDB0001206;HMDB0001358;HMDB0001377;HMDB0001423;HMDB0001487;HMDB0001852;HMDB0001862;HMDB0002111;HMDB0002152;HMDB0002369;HMDB0003141;HMDB0003178;HMDB0003345;HMDB0003598;HMDB0003648;HMDB0006216;HMDB0006217;HMDB0006218;HMDB0006254;HMDB0006285;HMDB0007144;HMDB0008790;HMDB0011618;HMDB0012329;HMDB0012451;HMDB0012452;HMDB0015532;HMDB0048523	35	8	HMDB0001377;HMDB0000221;HMDB0001487;HMDB0000217;HMDB0000902;HMDB0001852;HMDB0002111;HMDB0003345	0.4358206699463238	0.4071294559099437	1.053776970734216	0.47517000460610953	0.47517000460610953
Pantothenate and CoA biosynthesis	map00770	Cofactors and vitamins metabolism	HMDB0000045;HMDB0000082;HMDB0000095;HMDB0000210;HMDB0000250;HMDB0000464;HMDB0000538;HMDB0000574;HMDB0001016;HMDB0001117;HMDB0001341;HMDB0001373;HMDB0001416;HMDB0001423;HMDB0001520;HMDB0001967;HMDB0002111;HMDB0002991;HMDB0003426;HMDB0004231;HMDB0006834	21	8	HMDB0000250;HMDB0000045;HMDB0002991;HMDB0001341;HMDB0000574;HMDB0001967;HMDB0002111;HMDB0000538	0.4253913237507206	0.43151969981238275	1.0285597068488324	0.49801608079961834	0.49801608079961834
Lysine degradation	map00310	Amino acid metabolism	HMDB0000148;HMDB0000182;HMDB0000208;HMDB0000217;HMDB0000221;HMDB0000225;HMDB0000279;HMDB0000510;HMDB0000716;HMDB0000902;HMDB0000962;HMDB0001084;HMDB0001166;HMDB0001206;HMDB0001248;HMDB0001263;HMDB0001339;HMDB0001372;HMDB0001377;HMDB0001423;HMDB0001484;HMDB0001487;HMDB0001491;HMDB0001967;HMDB0002009;HMDB0002111;HMDB0003125;HMDB0003405;HMDB0006832;HMDB0012130	30	14	HMDB0001248;HMDB0000902;HMDB0003125;HMDB0000148;HMDB0001491;HMDB0002111;HMDB0000279;HMDB0003405;HMDB0001377;HMDB0000217;HMDB0001487;HMDB0000208;HMDB0000221;HMDB0001967	0.3384709086857407	0.47155963302752296	0.9605074430644929	0.5727237819603512	0.5727237819603512
Inositol phosphate metabolism	map00562	Carbohydrate metabolism	HMDB0000095;HMDB0000127;HMDB0000211;HMDB0000213;HMDB0000250;HMDB0000464;HMDB0000538;HMDB0000547;HMDB0000692;HMDB0000902;HMDB0000968;HMDB0001059;HMDB0001143;HMDB0001187;HMDB0001313;HMDB0001333;HMDB0001341;HMDB0001377;HMDB0001401;HMDB0001429;HMDB0001498;HMDB0002111;HMDB0003502;HMDB0003529;HMDB0003848;HMDB0004249;HMDB0004527;HMDB0006229;HMDB0006230;HMDB0006234;HMDB0006235;HMDB0006814;HMDB0006971;HMDB0007102;HMDB0009783;HMDB0009925;HMDB0009970;HMDB0010037;HMDB0010150;HMDB0031712	40	12	HMDB0001341;HMDB0006230;HMDB0000902;HMDB0006235;HMDB0000211;HMDB0001333;HMDB0000538;HMDB0001377;HMDB0001429;HMDB0006971;HMDB0002111;HMDB0000250	0.35093592839579574	0.47644927536231885	0.9646256267717426	0.578655502706968	0.578655502706968
Biosynthesis of unsaturated fatty acids	map01040	Lipid metabolism	HMDB0000062;HMDB0000201;HMDB0000482;HMDB0000511;HMDB0000535;HMDB0000538;HMDB0000547;HMDB0000638;HMDB0001206;HMDB0001341;HMDB0001423;HMDB0001521;HMDB0002003;HMDB0002356;HMDB0003571;HMDB0006459;HMDB0006526	17	4	HMDB0000538;HMDB0000201;HMDB0002356;HMDB0001341	0.44238839327344054	0.672514619883041	0.844709136308921	0.724713567396844	0.724713567396844
Fructose and mannose metabolism	map00051	Carbohydrate metabolism	HMDB0000124;HMDB0000169;HMDB0000174;HMDB0000217;HMDB0000221;HMDB0000247;HMDB0000250;HMDB0000538;HMDB0000547;HMDB0000660;HMDB0000902;HMDB0001047;HMDB0001051;HMDB0001058;HMDB0001076;HMDB0001078;HMDB0001095;HMDB0001112;HMDB0001163;HMDB0001265;HMDB0001273;HMDB0001341;HMDB0001346;HMDB0001429;HMDB0001473;HMDB0001487;HMDB0002111;HMDB0003345;HMDB0006330;HMDB0006800;HMDB0015532	31	12	HMDB0000660;HMDB0000538;HMDB0000221;HMDB0002111;HMDB0001429;HMDB0001047;HMDB0000250;HMDB0000902;HMDB0001341;HMDB0001487;HMDB0003345;HMDB0000217	0.31034826087348877	0.6521739130434783	0.8530613751378893	0.7263122374652378	0.7263122374652378
Arachidonic acid metabolism	map00590	Lipid metabolism	HMDB0000125;HMDB0000148;HMDB0000217;HMDB0000221;HMDB0000464;HMDB0000547;HMDB0001043;HMDB0001085;HMDB0001139;HMDB0001198;HMDB0001220;HMDB0001335;HMDB0001337;HMDB0001377;HMDB0001381;HMDB0001403;HMDB0001452;HMDB0001509;HMDB0002111;HMDB0002190;HMDB0002232;HMDB0002265;HMDB0002311;HMDB0002314;HMDB0002343;HMDB0002710;HMDB0002752;HMDB0002886;HMDB0003080;HMDB0003125;HMDB0003178;HMDB0003235;HMDB0003252;HMDB0003337;HMDB0003876;HMDB0004234;HMDB0004236;HMDB0004238;HMDB0004241;HMDB0004242;HMDB0004243;HMDB0004244;HMDB0004264;HMDB0004659;HMDB0004673;HMDB0004679;HMDB0004680;HMDB0004684;HMDB0004692;HMDB0004693;HMDB0004694;HMDB0004699;HMDB0005050;HMDB0005079;HMDB0005998;HMDB0006059;HMDB0007883;HMDB0010217;HMDB0010379;HMDB0011134;HMDB0011135;HMDB0011136;HMDB0011137;HMDB0013633;HMDB0015531;HMDB0015532;HMDB0060095	67	12	HMDB0002111;HMDB0005079;HMDB0001509;HMDB0000217;HMDB0004238;HMDB0000221;HMDB0005998;HMDB0000148;HMDB0003080;HMDB0004244;HMDB0001377;HMDB0003125	0.2860271133053777	0.7481884057971014	0.7862092795888768	0.7685742639290505	0.7685742639290505
Glutathione metabolism	map00480	Metabolism of other amino acids	HMDB0000078;HMDB0000123;HMDB0000125;HMDB0000148;HMDB0000161;HMDB0000217;HMDB0000221;HMDB0000267;HMDB0000538;HMDB0000574;HMDB0001049;HMDB0001248;HMDB0001341;HMDB0001429;HMDB0002111;HMDB0003125;HMDB0003337;HMDB0006248;HMDB0015532;HMDB0031524	20	11	HMDB0000574;HMDB0000217;HMDB0001248;HMDB0000221;HMDB0001341;HMDB0000538;HMDB0000148;HMDB0000123;HMDB0003125;HMDB0001429;HMDB0002111	0.29856115484923273	0.7275985663082437	0.8019141261742219	0.776398553485605	0.776398553485605
Folate biosynthesis	map00790	Cofactors and vitamins metabolism	HMDB0000027;HMDB0000038;HMDB0000121;HMDB0000142;HMDB0000217;HMDB0000221;HMDB0000238;HMDB0000845;HMDB0000902;HMDB0000980;HMDB0001056;HMDB0001195;HMDB0001273;HMDB0001412;HMDB0001487;HMDB0001846;HMDB0002065;HMDB0002111;HMDB0002275;HMDB0003379;HMDB0006821;HMDB0006822;HMDB0006823;HMDB0006824;HMDB0006825;HMDB0006826;HMDB0013642;HMDB0015532	28	5	HMDB0000221;HMDB0000902;HMDB0002111;HMDB0000217;HMDB0001487	0.3822968310321861	0.74573055028463	0.7896185843188648	0.7787682828917513	0.7787682828917513
Steroid biosynthesis	map00100	Lipid metabolism	HMDB0000032;HMDB0000067;HMDB0000142;HMDB0000217;HMDB0000220;HMDB0000221;HMDB0000227;HMDB0000250;HMDB0000256;HMDB0000538;HMDB0000547;HMDB0000876;HMDB0000961;HMDB0001023;HMDB0001090;HMDB0001120;HMDB0001170;HMDB0001188;HMDB0001206;HMDB0001217;HMDB0001248;HMDB0001251;HMDB0001278;HMDB0001285;HMDB0001286;HMDB0001341;HMDB0001343;HMDB0001347;HMDB0001375;HMDB0001377;HMDB0001423;HMDB0001429;HMDB0001484;HMDB0001967;HMDB0002027;HMDB0002111;HMDB0002719;HMDB0003178;HMDB0003896;HMDB0006271;HMDB0006838;HMDB0006839;HMDB0006840;HMDB0006841;HMDB0006842;HMDB0006927;HMDB0010368;HMDB0015531	48	13	HMDB0002719;HMDB0006271;HMDB0000217;HMDB0001429;HMDB0000250;HMDB0001217;HMDB0001248;HMDB0000538;HMDB0001377;HMDB0002111;HMDB0000221;HMDB0001341;HMDB0001967	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8535948272170599	0.8535948272170599
alpha-Linolenic acid metabolism	map00592	Lipid metabolism	HMDB0000464;HMDB0000673;HMDB0001043;HMDB0001388;HMDB0001976;HMDB0001999;HMDB0002007;HMDB0002177;HMDB0002183;HMDB0002226;HMDB0002925;HMDB0003073;HMDB0006246;HMDB0006322;HMDB0006323;HMDB0006528;HMDB0006547;HMDB0008204	18	3	HMDB0006323;HMDB0002177;HMDB0002226	0.33621517771373793	0.9337231968810916	0.5810881834419179	0.9542011379900164	0.9542011379900164
Sulfur metabolism	map00920	Energy metabolism	HMDB0000061;HMDB0000145;HMDB0000228;HMDB0000240;HMDB0000250;HMDB0000538;HMDB0000547;HMDB0000629;HMDB0000652;HMDB0000820;HMDB0001003;HMDB0001134;HMDB0001302;HMDB0001341;HMDB0001377;HMDB0001425;HMDB0001429;HMDB0001448;HMDB0002111;HMDB0003125;HMDB0003178;HMDB0060015	22	8	HMDB0001341;HMDB0001377;HMDB0003125;HMDB0000240;HMDB0000250;HMDB0002111;HMDB0000538;HMDB0001429	-0.29200693683857604	0.7922912205567452	-0.7363410946456685	1.636192352160322	1.0
